"url","price","stars"
"/dp/B07H4XGX16/?coliid=INI4UUVL1XAM8&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$2,712.05
","4.4"
"/dp/B007136D46/?coliid=I3T031QU5PWDDU&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$336.90
","4.5"
"/dp/B07QYKFG6J/?coliid=I37X303436V0LW&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.6"
"/dp/B06XDY3SJF/?coliid=IYI2T8CEPSI29&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$3,468.95
","4.7"
"/dp/B01N11Z7HG/?coliid=I2GXRW3GEJSIR8&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.3"
"/dp/B089P328X6/?coliid=I3U1D8VKBQW08N&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$229.00
","4.7"
"/dp/B08189V79Y/?coliid=IH1QLSJZLUSE2&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$277.00
","4.2"
"/dp/B0797FB45J/?coliid=I5CO57LKNOKJW&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.5"
"/dp/B07JZYT15M/?coliid=I3QUR7YDSORTSW&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.4"
"/dp/B07KXQX3S3/?coliid=I2F21B7WYEEB91&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$539.10
","4.9"
"/dp/B07HCZ7LPW/?coliid=IBEZ73PU2S14V&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.9"
"/dp/B08WYWTMM6/?coliid=IWC1VMLLK0DAT&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","",""
"/dp/B01MY7GHKJ/?coliid=I1YZ3GTCXYB2G1&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.9"
"/dp/B07SL6ZXBL/?coliid=IQLKHLC5YVGHR&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.9"
"/dp/B08H9Z94H5/?coliid=I2L1UXS0JHUV4U&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","","4.8"
"/dp/B08H9M7LDY/?coliid=I37CCT8NCC37TJ&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.9"
"/dp/B07HBMKFVY/?coliid=I13Y6M4RZ0EGE4&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","","4.8"
"/dp/B01N5T26EP/?coliid=I1V2GPU5S0EAE2&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","","4.9"
"/dp/B07PVPSSXD/?coliid=I29TNGG5WWJ1KE&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","","4.8"
"/dp/B07TDLRFKK/?coliid=I1JP6OJXY1XCN1&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$699.99
","4.7"
"/dp/B07GQPF13L/?coliid=I3KMABQC4WY3RQ&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$379.00
","4.5"
"/dp/B08KHD9V74/?coliid=I1DTEXHI5P2PRD&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","","4.8"
"/dp/B08BQ97QRX/?coliid=I2CYVUV43BNI2B&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","","4.9"
"/dp/B08DFRXWF5/?coliid=I3MAJ85B7YBCSM&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","","4.7"
"/dp/B01MY9JB2U/?coliid=I2WQCV9UOVG6VH&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","","4.9"
"/dp/B07DJY81FP/?coliid=I27C00OTNXQGCV&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","","4.9"
"/dp/B01MS6MO77/?coliid=I4MVY0ZVDAFLU&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","","4.9"
"/dp/B08GZ3DRLW/?coliid=I3U3MIA1HJPOVS&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","","4.7"
"/dp/B07GX4ZLFJ/?coliid=IYJU6HEC909QM&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.7"
"/dp/B01AJUFF8M/?coliid=I1SHOMJL8Q28EX&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","","4.7"
"/dp/B07YMFYRVQ/?coliid=I27X0WWIHDVLLM&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","","4.7"
"/dp/B0721CGXY2/?coliid=I22K0J6CIWLFE2&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","","4.8"
"/dp/B01C6XAO7M/?coliid=IJ4ODZMRMA7XS&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","","4.6"
"/dp/B07GW3YK17/?coliid=IBUH37XUQ11DE&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","","4.9"
"/dp/B072FHHZFJ/?coliid=I15BP04CPC6ZUH&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","","4.8"
"/dp/B01N4ND1T2/?coliid=I3CF5XTTKHOS9W&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","","4.9"
"/dp/B01NAWKYZ0/?coliid=I3SAPGIWDO7XCV&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.9"
"/dp/B07SK4W1VJ/?coliid=I58PQMNEKHFV8&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","","4.9"
"/dp/B01N1037CV/?coliid=I1ZE03IY4M08OA&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","","4.9"
"/dp/B01CX26WIG/?coliid=I10FO5VT4T1QY8&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.7"
"/dp/B07VJRZ62R/?coliid=I1QJGV3G8LCPKH&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.9"
"/dp/B08M8YQMH4/?coliid=I3M3Q0H8Q3A2V9&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","","4.6"
"/dp/B07HBD45MP/?coliid=ISSTXZMQPG2YY&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$1,176.93
","4.4"
"/dp/B08TT9VT7C/?coliid=I1QG8CR3N5KL8L&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$389.00
","4.6"
"/dp/B0828B86DH/?coliid=I1RIG1U66XCVBB&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.7"
"/dp/B07G9HDQVG/?coliid=IFJ6OQJ87N8RR&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.0"
"/dp/B07VNBC9Z9/?coliid=I2592I79L603AL&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$5,010.72
","4.8"
"/dp/B08BFNZG2V/?coliid=I3PDFYUPE7TNXQ&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","","4.8"
"/dp/B084GY46C5/?coliid=I1ZG45NLKN2ZK&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","3.8"
"/dp/B07QBVWFGC/?coliid=IATO75ILDCPUI&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$1,905.97
","4.8"
"/dp/B074WGJ2MB/?coliid=IIIU0L3DDIMIE&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.2"
"/dp/B086PKMZ21/?coliid=I2A5LV10TIB96V&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$1,106.26
","4.7"
"/dp/B08FQG96RP/?coliid=I2AP54JETIGV75&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$4,499.00
","4.7"
"/dp/B08M8YPMN3/?coliid=IC95I76CTMSDU&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$4,390.00
","4.2"
"/dp/B07NY9ZRZG/?coliid=I23HBR2S0HEFXE&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$4,365.67
","4.6"
"/dp/B01ET9Q0KQ/?coliid=IWY28R52LPC5J&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.7"
"/dp/B07P9V347K/?coliid=I5LJE342ZV4MC&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$439.11
","4.8"
"/dp/B07Y25S3P3/?coliid=I284RHPHVE9C7&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$549.00
","4.7"
"/dp/B07NF5YT5H/?coliid=IC63FYH4Z0S2Q&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$1,772.22
","4.1"
"/dp/B08141HYHG/?coliid=I3AVPD0GGSXIWS&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$2,139.60
","4.7"
"/dp/B07JZLT7YF/?coliid=I1T6YQ08GGI51W&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$842.70
","4.2"
"/dp/B07JRDYFVQ/?coliid=IMR516USBX816&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.2"
"/dp/B078F68WQ7/?coliid=I325AJQDRTDWLN&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$523.54
","4.3"
"/dp/B06XHBNV2H/?coliid=I3IK5BAUL0TM5I&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.3"
"/dp/B0847TWBXV/?coliid=I1MCJT1747SYKV&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$1,193.24
","4.4"
"/dp/B01LDVQTEA/?coliid=IGR2BOI8UAN23&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$2,032.00
","4.8"
"/dp/B07X26Z1L2/?coliid=IIA279QPLJ8XQ&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.3"
"/dp/B07NYB1CGY/?coliid=IYCV8BRQDQKC8&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$2,719.00
","4.4"
"/dp/B084TFWTH5/?coliid=I3IRMSQTHAZU8I&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$2,299.00
","4.7"
"/dp/B07X8SJ8HM/?coliid=I24YB7B2J8K05Q&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$1,791.75
","4.7"
"/dp/B07VKJ3NWG/?coliid=I1LZ34EMM327D9&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.9"
"/dp/B07NQDD526/?coliid=I1LJFCAS40EN6H&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.4"
"/dp/B07YD7J7P4/?coliid=I2AL9STME4EK91&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$496.17
","4.5"
"/dp/B07ZNR3BMB/?coliid=I17H10YBZIXBWI&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$935.85
","4.6"
"/dp/B088MKB54B/?coliid=I22ZE5AO3G5YXZ&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$6,585.00
","4.7"
"/dp/B08GL4WZ4W/?coliid=I1M081980OQRK4&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$1,273.00
","4.4"
"/dp/B01LVTI3TO/?coliid=I3GPDHRIJDH3BB&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$1,879.41
","4.8"
"/dp/B08L61WLW7/?coliid=I1LV0BZ49NSW5Y&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$2,264.00
","4.5"
"/dp/B08HR68MQZ/?coliid=I3NNY1DC6LKH1J&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$4,359.43
","4.7"
"/dp/B08C6Z242Q/?coliid=I9T9SCTZNKIPJ&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$3,017.39
","4.8"
"/dp/B07NGQ7CVG/?coliid=I14V3FQSRFPV6H&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$1,006.72
","4.9"
"/dp/B00C2NCTRU/?coliid=I3EP6LJIKQX6KV&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.7"
"/dp/B00E98O7GC/?coliid=I2XT60XRY9P1D8&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$278.40
","4.5"
"/dp/B0894P831S/?coliid=I7XTQ4L7QDHP6&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$759.99
","4.9"
"/dp/B07L32B9C2/?coliid=I2K280DI9RJZQ0&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$449.00
","4.7"
"/dp/B07TNRCM1Z/?coliid=I4B13FUCG20NL&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.8"
"/dp/B085RLZ1C4/?coliid=IXZ97RARMSX4S&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$2,999.00
","4.8"
"/dp/B08JRY8C6M/?coliid=I3N6NCSC1GFFKX&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","5.0"
"/dp/B08J1NZFFW/?coliid=I3SR9CF0LFVBO7&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$799.00
","5.0"
"/dp/B08J87JSKK/?coliid=I1OD8F17P6J1WL&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$205.90
","5.0"
"/dp/B07ZZX5ZSR/?coliid=I16STASFU5TVVL&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$1,199.00
","4.8"
"/dp/B013XJLCGU/?coliid=I31AH2R3JKEISI&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$413.06
","4.4"
"/dp/B01F46RPS4/?coliid=I27VT5CIMSX1QU&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$990.46
","5.0"
"/dp/B07GB324YZ/?coliid=I3EW4KMRXIGV7F&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.0"
"/dp/B08CBS84YS/?coliid=I1109G6A00TBP9&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$379.89
","4.8"
"/dp/B000FZX93K/?coliid=I24M0K9F73H3R5&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$649.00
","4.8"
"/dp/B08548FNC3/?coliid=I364K7A1IQVLHZ&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$199.00
","4.3"
"/dp/B000CO89T8/?coliid=I3IUHAGMA40R49&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$251.30
","4.4"
"/dp/B07SVBWVZ4/?coliid=I1JGJLNTHENLYW&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.8"
"/dp/B07CD8LGJ7/?coliid=I3BB1M5K699WRP&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$899.00
","4.8"
"/dp/B07NNRTTCM/?coliid=I3HMKWKB76LY1W&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$2,652.99
","4.9"
"/dp/B07YD579WM/?coliid=I2T40BTKN4961E&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$2,663.00
","4.7"
"/dp/B01K8A29E6/?coliid=I2W2RDDSV53KC&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$2,654.94
","4.8"
"/dp/B07VSHL7V6/?coliid=I52Q7IJNRKIXA&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$4,257.99
","4.5"
"/dp/B071G84K34/?coliid=I1VYK92LEPJLZR&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.7"
"/dp/B003SWQGGY/?coliid=I2V54MEI28AP4D&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.6"
"/dp/B001F5VDVE/?coliid=ICUGKED917Z32&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$255.00
","4.5"
"/dp/B07X9W721J/?coliid=IOCE1Q7M51XD9&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$1,970.00
","4.6"
"/dp/B07XBWR7H1/?coliid=I1MU39H3GGFBMB&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$2,095.98
","4.7"
"/dp/B07G1513J4/?coliid=I3TO84R321YQ1H&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$1,434.24
","4.5"
"/dp/B077ZGRY9V/?coliid=I35Z99N3TEDF7Z&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$2,612.77
","4.7"
"/dp/B07S9886QV/?coliid=IOYKST4URBXR9&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$1,200.58
","4.5"
"/dp/B07FZQJ8PY/?coliid=I37Z9Z3O33E4QF&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$2,430.93
","4.7"
"/dp/B08D45WDR7/?coliid=IFD70PU3YIIO&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","","4.4"
"/dp/B07HZ6YWNB/?coliid=I1KHICYETW3XMW&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.2"
"/dp/B07RM4C1KY/?coliid=I2MVXMEDMJNBEA&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$4,999.00
","4.8"
"/dp/B07WD66FL5/?coliid=I36QJTEXIT971W&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$5,999.00
","4.0"
"/dp/B07DMJ61ZB/?coliid=I3IBDIUIFUFRNS&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$438.00
","4.5"
"/dp/B07ZK6R8JF/?coliid=I1N6HOQWU0Y4Z4&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$2,638.83
","4.6"
"/dp/B086PKMZ1Q/?coliid=I29BZK62E7HMLH&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$1,759.00
","4.7"
"/dp/B07X8SFYJV/?coliid=IODMXI8QJBFXN&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$1,910.14
","4.5"
"/dp/B002IDTUHG/?coliid=I2CP0WE91HQFXU&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$2,973.00
","4.6"
"/dp/B07S3HH12T/?coliid=I3NHLU1CVG34K5&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$3,099.00
","4.1"
"/dp/B07X23YBBH/?coliid=IRKUT1B2AN02W&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.5"
"/dp/B084NVKK5H/?coliid=I2VUR65G975GE9&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$129.00
","4.5"
"/dp/B00MWRZFP4/?coliid=I2Q8WY4939IL8I&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$689.00
","4.6"
"/dp/B07SFYV111/?coliid=I2TCAVS6K9PEIY&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","3.4"
"/dp/B079MDQDP4/?coliid=IIBE45YEH0JW1&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$1,949.00
","4.5"
"/dp/B08J6ZHT7Q/?coliid=I1HAUV3TMQ2MKH&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$672.10
",""
"/dp/B07ZLDYQLV/?coliid=I11A11YTPV6KJW&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$2,499.00
","4.7"
"/dp/B015J34FIU/?coliid=I1AWW3MI1MBIH5&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.8"
"/dp/B015J351LK/?coliid=I1HOMGDXTLXL5D&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.8"
"/dp/B001D1FJ2E/?coliid=ION85Y6GX1QNZ&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$363.98
","4.8"
"/dp/B01BV1XB2K/?coliid=I2UTG5HVEDQ0JZ&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$3,977.04
","4.7"
"/dp/B074SZ4183/?coliid=IURHH2E8ZFXGC&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.7"
"/dp/B01JWK4SZ6/?coliid=I1DTDN06DESO7P&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$361.79
","4.6"
"/dp/B07WLSQMHF/?coliid=I1PGL9KCNJOTOE&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","
$899.00
","4.8"
"/dp/B087GBW895/?coliid=I2CGRYK2FVQUBU&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$3,999.00
","4.4"
"/dp/B07S77QPKM/?coliid=I15641I37GC1O2&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$2,599.00
","4.5"
"/dp/B088WBPF7J/?coliid=IZ42UKIIN54IU&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$4,120.86
","4.3"
"/dp/B088HDQ5DC/?coliid=I3U896LQBCTA98&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$4,099.00
","4.4"
"/dp/B08C2Y257Y/?coliid=I251CLRP44MZ0C&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$3,799.00
","4.1"
"/dp/B07XCYT7HV/?coliid=I286A3BNMG9DSW&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$1,777.40
","4.5"
"/dp/B081415GCS/?coliid=I11TNET3F6P0CQ&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$2,247.27
","4.7"
"/dp/B073Q1CQKG/?coliid=I235GV0LJX8OB2&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$1,375.00
","4.5"
"/dp/B0071QGXES/?coliid=I320GM4D9HS9F3&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$1,370.00
","4.5"
"/dp/B005JABN8Y/?coliid=I28BA7RLOY6M45&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$1,630.00
","4.6"
"/dp/B00435WX7G/?coliid=I3BB2O8M919QST&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$1,500.00
","4.7"
"/dp/B07N5H7V17/?coliid=I2WGRLMGOCVORY&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$499.99
","5.0"
"/dp/B08H7JXVHW/?coliid=I3EB653JCURL1X&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","","4.9"
"/dp/B00MUOR5TS/?coliid=I2KGIUXZ3OF3P0&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.7"
"/dp/B07KK8NQPW/?coliid=I1M9GF13JX7ADD&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$530.00
","4.3"
"/dp/B00VVYIPV0/?coliid=I3EHQ8HNTD1B31&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$409.00
","4.8"
"/dp/B01NASUGOS/?coliid=I3NFAALS4SS6TP&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","","4.6"
"/dp/B089342989/?coliid=I2B706TX037ESB&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$3,882.07
","4.5"
"/dp/B07CVL2D2S/?coliid=I2MJQAT9SBR35T&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$2,386.93
","4.7"
"/dp/B07ZMSW6WH/?coliid=I3POS5TCEBKXJC&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$199.00
","4.6"
"/dp/B0017IHRNM/?coliid=I2KHEYBHDB4LQX&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$849.00
","4.7"
"/dp/B08H6P23H1/?coliid=I3052NNIA8LTCC&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.8"
"/dp/B010TQY7A8/?coliid=I1UFO1N8LRY581&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$509.99
","4.9"
"/dp/B08H71MRVB/?coliid=IGR2Q5Q3JRJXJ&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.8"
"/dp/B08LWVKZFS/?coliid=I2NLEE2O4S0UFN&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","","4.9"
"/dp/B084DDDNRP/?coliid=I1F6BSY76X2FVY&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","","4.9"
"/dp/B07CZT4TF4/?coliid=I2LN837Y5KTL1&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$761.18
","4.3"
"/dp/B07DHX628R/?coliid=I309L540E3V6CM&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$415.62
","4.6"
"/dp/B08CGWTV4B/?coliid=I13P4RGN0TZ3QK&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$449.00
","4.8"
"/dp/B0721PR3HQ/?coliid=I2IMYKXSF830R0&colid=JQK192QOJWAT&psc=0&ref_=lv_vv_lig_dp_it","
$349.00
","4.7"
"/dp/B07Q58V7S7/?coliid=I2QMP3S5JIV3XR&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$349.00
","4.8"
"/dp/B01LBFYKU8/?coliid=I26Q0MKI9Z5GTP&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$219.00
","4.8"
"/dp/B088ZSDW1L/?coliid=I30ZT7TM8COWYS&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$299.00
","4.7"
"/dp/B01CYYZ9WS/?coliid=I2DSXP1UC8EF7R&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$362.71
","4.4"
"/dp/B07CTXHNSL/?coliid=I2UNVIKX7LF4B8&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$699.68
","4.9"
"/dp/B079CBP6P9/?coliid=I3S7PTD4GNWWYP&colid=JQK192QOJWAT&psc=1&ref_=lv_vv_lig_dp_it","
$760.00
","4.6"
